direction,token,train_freq,train_pct,dev_freq,dev_pct,devtest_freq,devtest_pct
ar-ur/ar,كما,1212,0.2228,104,0.3269,60,0.3781
ar-ur/ar,غير,1067,0.1962,47,0.1477,40,0.2521
ar-ur/ar,حيث,1050,0.1931,59,0.1854,17,0.1071
ar-ur/ar,،,1040,0.1912,2,0.0063,1,0.0063
ar-ur/ar,لم,1025,0.1885,64,0.2012,18,0.1134
ar-ur/ar,كان,1012,0.1861,42,0.132,21,0.1323
ar-ur/ar,إن,956,0.1758,58,0.1823,26,0.1639
ar-ur/ar,أكثر,911,0.1675,48,0.1509,18,0.1134
ar-ur/ar,قد,907,0.1668,58,0.1823,26,0.1639
ar-ur/ar,ذلك,856,0.1574,34,0.1069,23,0.1449
ar-ur/ar,قبل,801,0.1473,43,0.1351,17,0.1071
ar-ur/ar,مثل,799,0.1469,52,0.1634,18,0.1134
ar-ur/ar,كانت,796,0.1464,36,0.1131,9,0.0567
ar-ur/ar,بشكل,782,0.1438,58,0.1823,28,0.1765
ar-ur/ar,عبر,725,0.1333,42,0.132,23,0.1449
ar-ur/ar,المتحدة,708,0.1302,26,0.0817,16,0.1008
ar-ur/ar,منذ,701,0.1289,43,0.1351,11,0.0693
ar-ur/ar,أي,693,0.1274,43,0.1351,10,0.063
ar-ur/ar,لكن,673,0.1237,46,0.1446,21,0.1323
ar-ur/ar,حتى,669,0.123,24,0.0754,18,0.1134
ar-ur/ar,نحو,654,0.1202,49,0.154,43,0.271
ar-ur/ar,أنه,649,0.1193,57,0.1791,27,0.1702
ar-ur/ar,هو,648,0.1191,26,0.0817,15,0.0945
ar-ur/ar,العام,645,0.1186,57,0.1791,36,0.2269
ar-ur/ar,كل,630,0.1158,18,0.0566,22,0.1386
ar-ur/ar,الرئيس,627,0.1153,50,0.1571,34,0.2143
ar-ur/ar,مما,619,0.1138,29,0.0911,14,0.0882
ar-ur/ar,اليوم,619,0.1138,46,0.1446,28,0.1765
ar-ur/ar,مليون,570,0.1048,47,0.1477,17,0.1071
ar-ur/ar,بل,564,0.1037,31,0.0974,17,0.1071
ar-ur/ar,وفي,555,0.102,24,0.0754,17,0.1071
ar-ur/ar,مليار,544,0.1,76,0.2389,43,0.271
ar-ur/ar,وقال,540,0.0993,43,0.1351,24,0.1512
ar-ur/ar,ذلك،,537,0.0987,26,0.0817,10,0.063
ar-ur/ar,وهو,528,0.0971,42,0.132,12,0.0756
ar-ur/ar,بما,524,0.0963,27,0.0849,28,0.1765
ar-ur/ar,يوم,523,0.0962,31,0.0974,10,0.063
ar-ur/ar,.,521,0.0958,1,0.0031,0,0.0
ar-ur/ar,بعض,501,0.0921,31,0.0974,14,0.0882
ar-ur/ar,حول,500,0.0919,30,0.0943,11,0.0693
ar-ur/ar,ترامب,487,0.0895,47,0.1477,20,0.126
ar-ur/ar,دون,483,0.0888,27,0.0849,18,0.1134
ar-ur/ar,الولايات,477,0.0877,32,0.1006,9,0.0567
ar-ur/ar,يمكن,472,0.0868,20,0.0629,9,0.0567
ar-ur/ar,الحكومة,456,0.0838,29,0.0911,21,0.1323
ar-ur/ar,شركة,451,0.0829,65,0.2043,12,0.0756
ar-ur/ar,دولار,436,0.0802,30,0.0943,16,0.1008
ar-ur/ar,بينما,431,0.0792,30,0.0943,14,0.0882
ar-ur/ar,بنسبة,431,0.0792,53,0.1666,25,0.1575
ar-ur/ar,مجلس,427,0.0785,31,0.0974,11,0.0693
ar-ur/ar,الذين,426,0.0783,17,0.0534,1,0.0063
ar-ur/ar,رئيس,422,0.0776,33,0.1037,17,0.1071
ar-ur/ar,إذ,413,0.0759,24,0.0754,30,0.1891
ar-ur/ar,إسرائيل,411,0.0756,14,0.044,25,0.1575
ar-ur/ar,عندما,410,0.0754,8,0.0251,6,0.0378
ar-ur/ar,عند,407,0.0748,37,0.1163,9,0.0567
ar-ur/ar,هي,404,0.0743,22,0.0691,6,0.0378
ar-ur/ar,تم,402,0.0739,11,0.0346,5,0.0315
ar-ur/ar,فإن,394,0.0724,14,0.044,9,0.0567
ar-ur/ar,الشركة,394,0.0724,44,0.1383,11,0.0693
ar-ur/ar,أنها,391,0.0719,35,0.11,15,0.0945
ar-ur/ar,فيما,391,0.0719,37,0.1163,18,0.1134
ar-ur/ar,إلا,389,0.0715,20,0.0629,14,0.0882
ar-ur/ar,بسبب,384,0.0706,22,0.0691,6,0.0378
ar-ur/ar,جميع,384,0.0706,18,0.0566,11,0.0693
ar-ur/ar,ألف,382,0.0702,23,0.0723,6,0.0378
ar-ur/ar,إذا,382,0.0702,18,0.0566,6,0.0378
ar-ur/ar,الذكاء,379,0.0697,13,0.0409,8,0.0504
ar-ur/ar,الأميركي,375,0.0689,40,0.1257,17,0.1071
ar-ur/ar,و,371,0.0682,1,0.0031,0,0.0
ar-ur/ar,السعودية,371,0.0682,17,0.0534,49,0.3088
ar-ur/ar,أيضًا,364,0.0669,7,0.022,5,0.0315
ar-ur/ar,عدد,357,0.0656,17,0.0534,16,0.1008
ar-ur/ar,قال,353,0.0649,18,0.0566,10,0.063
ar-ur/ar,–,350,0.0644,8,0.0251,6,0.0378
ar-ur/ar,وفق,346,0.0636,47,0.1477,11,0.0693
ar-ur/ar,تلك,345,0.0634,13,0.0409,15,0.0945
ar-ur/ar,الدول,341,0.0627,11,0.0346,19,0.1197
ar-ur/ar,ومن,337,0.062,17,0.0534,8,0.0504
ar-ur/ar,بأن,334,0.0614,18,0.0566,7,0.0441
ar-ur/ar,أمام,334,0.0614,22,0.0691,24,0.1512
ar-ur/ar,الاصطناعي,333,0.0612,11,0.0346,6,0.0378
ar-ur/ur,کے,47768,5.6813,2991,5.8427,1546,6.1184
ar-ur/ur,کی,28877,3.4345,1929,3.7682,911,3.6054
ar-ur/ur,میں,23860,2.8378,1441,2.8149,682,2.6991
ar-ur/ur,اور,17284,2.0557,845,1.6506,517,2.0461
ar-ur/ur,سے,16489,1.9611,1003,1.9593,471,1.864
ar-ur/ur,کو,16164,1.9225,926,1.8089,498,1.9709
ar-ur/ur,پر,13335,1.586,869,1.6975,442,1.7492
ar-ur/ur,نے,12458,1.4817,852,1.6643,448,1.773
ar-ur/ur,کا,11401,1.356,674,1.3166,341,1.3495
ar-ur/ur,اس,10325,1.228,669,1.3068,307,1.215
ar-ur/ur,ہے۔,9877,1.1747,643,1.2561,309,1.2229
ar-ur/ur,کہ,9483,1.1279,708,1.383,308,1.2189
ar-ur/ur,ایک,8053,0.9578,389,0.7599,157,0.6213
ar-ur/ur,لیے,6550,0.779,367,0.7169,253,1.0013
ar-ur/ur,ہے،,5953,0.708,399,0.7794,194,0.7678
ar-ur/ur,ہے,5820,0.6922,344,0.672,152,0.6016
ar-ur/ur,کرنے,5793,0.689,326,0.6368,190,0.7519
ar-ur/ur,یہ,4957,0.5896,306,0.5977,107,0.4235
ar-ur/ur,کیا,4848,0.5766,321,0.6271,130,0.5145
ar-ur/ur,جو,4712,0.5604,285,0.5567,127,0.5026
ar-ur/ur,طور,4512,0.5366,264,0.5157,134,0.5303
ar-ur/ur,ان,4144,0.4929,233,0.4551,140,0.5541
ar-ur/ur,کر,4135,0.4918,245,0.4786,126,0.4987
ar-ur/ur,ہیں۔,4109,0.4887,199,0.3887,101,0.3997
ar-ur/ur,جس,3607,0.429,280,0.547,122,0.4828
ar-ur/ur,ساتھ,3371,0.4009,192,0.3751,93,0.3681
ar-ur/ur,اپنے,2857,0.3398,140,0.2735,99,0.3918
ar-ur/ur,نہیں,2767,0.3291,137,0.2676,45,0.1781
ar-ur/ur,وہ,2724,0.324,147,0.2872,78,0.3087
ar-ur/ur,بھی,2530,0.3009,144,0.2813,62,0.2454
ar-ur/ur,ہیں،,2527,0.3005,129,0.252,69,0.2731
ar-ur/ur,تک,2425,0.2884,182,0.3555,83,0.3285
ar-ur/ur,کرتے,2281,0.2713,135,0.2637,73,0.2889
ar-ur/ur,میں،,2160,0.2569,132,0.2579,56,0.2216
ar-ur/ur,زیادہ,2098,0.2495,123,0.2403,41,0.1623
ar-ur/ur,بات,1979,0.2354,151,0.295,101,0.3997
ar-ur/ur,اپنی,1938,0.2305,121,0.2364,63,0.2493
ar-ur/ur,والے,1913,0.2275,81,0.1582,28,0.1108
ar-ur/ur,ہیں,1907,0.2268,100,0.1953,57,0.2256
ar-ur/ur,دیا,1886,0.2243,154,0.3008,71,0.281
ar-ur/ur,ہو,1825,0.2171,121,0.2364,55,0.2177
ar-ur/ur,کرتا,1810,0.2153,117,0.2286,60,0.2375
ar-ur/ur,یا,1790,0.2129,102,0.1992,38,0.1504
ar-ur/ur,ہوئے,1787,0.2125,107,0.209,62,0.2454
ar-ur/ur,گیا,1786,0.2124,116,0.2266,47,0.186
ar-ur/ur,بعد,1742,0.2072,123,0.2403,43,0.1702
ar-ur/ur,ہونے,1719,0.2044,90,0.1758,34,0.1346
ar-ur/ur,کرنا,1640,0.1951,100,0.1953,51,0.2018
ar-ur/ur,اہم,1520,0.1808,133,0.2598,66,0.2612
ar-ur/ur,کم,1452,0.1727,92,0.1797,40,0.1583
ar-ur/ur,غیر,1367,0.1626,81,0.1582,54,0.2137
ar-ur/ur,شامل,1335,0.1588,84,0.1641,38,0.1504
ar-ur/ur,جب,1329,0.1581,75,0.1465,31,0.1227
ar-ur/ur,سال,1314,0.1563,98,0.1914,55,0.2177
ar-ur/ur,وجہ,1285,0.1528,130,0.2539,40,0.1583
ar-ur/ur,مزید,1256,0.1494,107,0.209,55,0.2177
ar-ur/ur,زور,1255,0.1493,114,0.2227,75,0.2968
ar-ur/ur,خلاف,1230,0.1463,62,0.1211,35,0.1385
ar-ur/ur,طرف,1210,0.1439,67,0.1309,28,0.1108
ar-ur/ur,حاصل,1201,0.1428,71,0.1387,36,0.1425
ar-ur/ur,مطابق،,1199,0.1426,89,0.1739,51,0.2018
ar-ur/ur,انہوں,1199,0.1426,100,0.1953,59,0.2335
ar-ur/ur,درمیان,1142,0.1358,72,0.1406,30,0.1187
ar-ur/ur,کرتی,1120,0.1332,68,0.1328,29,0.1148
ar-ur/ur,بارے,1113,0.1324,52,0.1016,23,0.091
ar-ur/ur,استعمال,1109,0.1319,46,0.0899,28,0.1108
ar-ur/ur,دوران,1107,0.1317,75,0.1465,47,0.186
ar-ur/ur,تقریباً,1081,0.1286,85,0.166,59,0.2335
ar-ur/ur,امریکی,1075,0.1279,111,0.2168,31,0.1227
ar-ur/ur,کام,1073,0.1276,61,0.1192,18,0.0712
ar-ur/ur,ذریعے,1059,0.126,72,0.1406,41,0.1623
ar-ur/ur,جاری,1058,0.1258,102,0.1992,60,0.2375
ar-ur/ur,کہا,1056,0.1256,89,0.1739,36,0.1425
ar-ur/ur,کیا۔,1051,0.125,47,0.0918,36,0.1425
ar-ur/ur,والی,1047,0.1245,77,0.1504,22,0.0871
ar-ur/ur,صدر,1046,0.1244,80,0.1563,47,0.186
ar-ur/ur,ملک,1045,0.1243,50,0.0977,35,0.1385
ar-ur/ur,تھا۔,1040,0.1237,48,0.0938,25,0.0989
ar-ur/ur,جیسے,1039,0.1236,66,0.1289,24,0.095
ar-ur/ur,فیصد,1034,0.123,84,0.1641,54,0.2137
ar-ur/ur,لیکن,1033,0.1229,37,0.0723,31,0.1227
ar-ur/ur,پہلے,1021,0.1214,70,0.1367,23,0.091
ar-ur/ur,پیش,1012,0.1204,68,0.1328,29,0.1148
ar-ur/ur,طرح,1010,0.1201,65,0.127,29,0.1148
ar-ur/ur,رہے,1001,0.1191,56,0.1094,16,0.0633
ar-ur/ur,گئی,992,0.118,47,0.0918,31,0.1227
ar-ur/ur,ہی,989,0.1176,39,0.0762,21,0.0831
ar-ur/ur,بہت,954,0.1135,29,0.0566,20,0.0792
ar-ur/ur,سب,934,0.1111,61,0.1192,12,0.0475
ar-ur/ur,صرف,930,0.1106,40,0.0781,11,0.0435
ar-ur/ur,رہا,916,0.1089,48,0.0938,18,0.0712
ar-ur/ur,اضافہ,911,0.1084,97,0.1895,47,0.186
ar-ur/ur,مقصد,907,0.1079,74,0.1446,37,0.1464
ar-ur/ur,جاتا,904,0.1075,47,0.0918,14,0.0554
ar-ur/ur,سرمایہ,892,0.1061,101,0.1973,20,0.0792
ar-ur/ur,سکتا,884,0.1051,47,0.0918,13,0.0514
ar-ur/ur,و,882,0.1049,59,0.1153,27,0.1069
ar-ur/ur,وقت,869,0.1034,47,0.0918,18,0.0712
ar-ur/ur,ہم,861,0.1024,33,0.0645,32,0.1266
ar-ur/ur,خاص,854,0.1016,52,0.1016,28,0.1108
